transaction_id,user_id,merchant_id,amount_cents,currency,transaction_country,channel,entry_mode,device_id,created_at,is_fraud
8005,f2a0cad1-c0d7-4f04-964a-5a7c536069ee,5cd8ee65-60ef-4538-87af-84d8b0fb0eed,204704,INR,IN,POS,WEB,c685115b-ce89-4dab-8190-cf18a541d729,2026-01-27 14:18:42,False
9815,6c247298-8a4e-4f65-ad21-7a892ba092d8,eca6b1d2-6e93-44bf-8377-3596229cec50,32870,INR,IN,POS,APP,e406c43f-5319-4de4-b2cf-480ee1dce43e,2026-01-10 12:04:26,False
4273,6d106242-a05b-43fd-8a68-6831ec39b523,c4fd3d4c-5a92-4bd6-bbcb-cd861ee867bd,445477,INR,IN,ATM,CHIP,08a1063d-fba5-4bb8-96c5-0d47ae8a20ce,2026-01-16 13:28:16,False
7888,b66fa344-22ea-495e-bbae-716bb91f1197,1e9d4f1c-c51e-4879-a6f2-0a77986fcfe8,385270,INR,IN,ATM,SWIPE,ff5ae684-c784-4670-b062-7f7abcb8fd8d,2026-01-17 06:55:36,False
2383,bd45e7e4-7803-471a-af72-baf0b526f60d,a400fa7e-64fe-4d47-9e92-725731b43984,76678,INR,IN,ATM,NFC,0f91c332-a99e-4994-a568-97ebe6226d56,2026-01-24 12:47:29,False
237,6c99aba5-0a6d-4239-81c2-26fbfa26b71f,fbfed591-8b2a-40bb-b920-3f529c83fbd4,7425725,INR,GB,ONLINE,WEB,f6904b09-1206-4896-9c8a-a69f433acd0b,2026-01-26 18:51:13,True
3589,5008a901-20a2-4240-9c17-f320941b807a,486d16ca-d162-4ecc-93bf-6632e84f3d2d,396766,INR,IN,POS,CHIP,c124fcf6-7371-46d9-8ff6-d92219e65209,2026-01-30 01:10:36,False
6592,cf278088-db3c-4285-b5e8-208760a1bbf9,f0616f60-233e-4f50-92d7-f7f55b3bfc4c,147389,INR,IN,ONLINE,WEB,4ed8a2d7-4306-4d03-8c66-a4c4b5db6806,2026-01-05 06:05:14,False
3413,9cca8a76-85f7-4de0-b0a9-1747d1f16a33,bbd9e870-f877-4387-a8c8-692de18c9414,16477,INR,IN,ATM,NFC,d22cfd97-5b9e-4996-9c29-ce57fd4e4fc5,2026-01-12 05:57:18,False
3604,4cce9510-9fc7-4e71-a3c5-28ef9a32f88a,5373ce40-c162-4165-a5f8-b6fdde62daf2,129929,INR,IN,POS,APP,564730a4-6272-4c90-8aed-d1d85ba8bfa6,2026-01-19 06:18:55,False
9153,7a111826-345b-48a3-b433-4ea144018710,24e22862-270d-4bde-898c-244f1f86ef8e,480573,INR,IN,ONLINE,NFC,616173b8-65f1-440b-a67d-4e74d01763e3,2026-01-09 18:43:16,False
6069,73c52db8-b00b-4c17-9596-952d587db8d1,7fe760b9-aeb5-4319-b0ef-668fc2bdc5bc,181244,INR,IN,POS,SWIPE,77e6df2d-e1ff-4f24-8c5c-eb4c5f3f3c0a,2026-01-30 08:18:53,False
1871,ed8710d6-72de-4568-a88b-c953aaf3172a,2a659b84-8f97-472f-8857-6e17e43eb2a2,64305,INR,IN,ONLINE,NFC,68882b39-4679-43b2-81e4-dc468c4a16b5,2026-01-21 03:41:23,False
5853,176fdbc0-107f-431f-b2ac-ec1416909a65,ed4b1ad0-94c7-42a6-873c-225d76e9fbc1,446262,INR,IN,ATM,APP,86435789-6265-4a6b-90fd-5733d99ff51a,2026-01-29 00:37:02,False
2136,3963d8f4-b2a9-4dd7-9867-6669e8c6e67f,24bd61ed-bbd5-4ca8-8d52-8d2e072d16cd,448099,INR,IN,ONLINE,APP,17c6dce1-faef-4054-8e17-f6c15187e1d9,2026-01-03 21:46:01,False
9627,4fcb5b74-d02c-4be8-9024-4d8fe18904a4,c4068394-c304-4e2f-9d65-d9f626a743db,476461,INR,IN,POS,CHIP,67564530-50b4-45b7-8f64-a1f3a476424b,2026-01-16 02:28:38,False
7679,fc29ef09-3d15-423d-8fd4-7976a1e438a2,62bbd6e9-ddcc-4bfe-bb52-9ae7e524033a,477605,INR,IN,ATM,APP,0318b7c3-1a3c-44cc-a903-69a3aa6b6813,2026-01-08 17:12:35,False
6841,9ce9eac6-3cc5-4e18-bd67-6058244d7f7d,72e2bf6e-160b-49a7-877b-d02da32fa18b,216789,INR,IN,ONLINE,NFC,e531c493-3609-4f58-891e-713cfafeb5c7,2026-01-11 18:57:44,False
5674,938d4543-3e22-4520-b538-8089f5330526,eafdf047-9919-4256-adb9-f7886e34b204,347649,INR,IN,ATM,NFC,1c510fb9-03d9-4fe7-b95c-9b66c3a108e4,2026-01-10 22:20:33,False
6833,39b2f555-5ef0-4f44-94ca-797e43a0a648,f2496ae1-7395-47c6-89c7-55f6e8f7c1e8,140983,INR,IN,ATM,CHIP,ad45be57-7849-453e-825c-f70e7ec4a045,2026-01-07 18:16:19,False
3921,5dac2e64-c69b-4355-820e-ae0dfea96312,3f6f5530-6a85-435a-bd76-e60a45d6683c,247525,INR,IN,ONLINE,CHIP,c72843fe-81b7-47f1-91f1-601ed9dbf72e,2026-01-21 05:56:40,False
4230,17e5e42d-a257-4b95-b2e1-3de94e51bdeb,1292e6c0-7229-423e-a70f-1988c9fef744,258325,INR,IN,ONLINE,NFC,e58842ac-90fd-40ad-a5d8-6712fad7b909,2026-01-20 05:39:36,False
4536,356a1bc2-665c-491e-9edb-c60ac3953295,199ebd34-cb69-47bc-9d18-73363f549fe1,135363,INR,IN,ONLINE,NFC,b8549b7a-5a0d-43ae-b32b-800576ef68ab,2026-01-16 21:03:01,False
1465,2a95c786-9255-47a7-a23f-a4664d65efb1,78178479-a112-470e-b2b1-3d2d6f237008,423327,INR,IN,ONLINE,NFC,cde1f50a-ccac-436d-b1e7-6b8a19bc8085,2026-01-02 00:52:40,False
173,96d337ab-5e2a-427c-a136-078d64a012db,407b91e1-63a7-44b4-8a9f-92b72fae9416,5170190,INR,GB,ONLINE,APP,6677d5b3-5cbd-460e-a237-e53ec7772027,2026-01-09 17:03:52,True
361,42e06cfb-6225-4ae9-9f66-ff0418ee6e56,ccd6c99b-d3df-44b0-9ec8-608448a769d6,6311929,INR,GB,ONLINE,APP,f88caa60-71aa-4055-b10e-a99049862afa,2026-01-30 15:23:42,True
1398,1b8deb66-ee90-4256-a8f4-da4c1e2444ad,b7e30ea7-1fbe-422f-afbd-a4c3a5239c9f,318396,INR,IN,ATM,WEB,27ea6923-67bd-4d6f-8806-07a60ad31fa3,2026-01-14 04:01:36,False
1859,14710f81-21ae-4a14-9fa8-c3c77cac804e,36c2b29a-61d0-4fcc-8a51-543a0f6d9018,20334,INR,IN,ATM,NFC,0500850e-2b69-42d8-a966-86b6823ec732,2026-01-24 17:36:13,False
813,53cceb7f-0759-4747-9a57-a73d333687d1,ad916e1d-8b7e-45a9-87c9-cf3b27d526e0,282222,INR,IN,ONLINE,WEB,ce52152e-d01b-4413-b717-460b79b2e961,2026-01-29 11:14:55,False
1743,2ef64d5b-7112-420f-9521-c13b7ea5f914,8e6eedfa-e811-4641-89f7-0117b875bcd1,279531,INR,IN,ONLINE,WEB,baf040a9-9a98-417c-b5ce-9f343633a742,2026-01-30 21:11:36,False
8112,a7f48f78-ee23-45aa-a736-c65afecadfe6,5457a848-d5ab-4236-a50a-2e26fc3a6790,48524,INR,IN,ONLINE,NFC,60878572-b08a-4ca8-805c-2dd0f35c5fba,2026-01-05 19:35:11,False
5990,1d2b9ab7-68b1-45ad-ac94-f0a3734bd4dd,3f8caed8-221b-427e-86be-f13b5a9312ad,129075,INR,IN,POS,APP,cd912d13-6ef5-47cd-857e-cd05d7c8c75a,2026-01-27 23:32:14,False
6019,0d5bea6f-46d3-4bbe-9f8f-2add53b7c04e,e670c7c2-ea46-4156-baec-96e9cbee1dd8,201131,INR,IN,ATM,APP,eae0fead-8ace-4f1e-9b8e-5b98ca9be23e,2026-01-03 03:47:46,False
9630,9355ba06-bb8f-49a6-9764-a059dbe71576,fd7f4a7b-e508-4151-8483-e60855afabc8,113429,INR,IN,ATM,WEB,ec9c6e82-9310-4121-9c9d-293ba336cc39,2026-01-06 10:06:10,False
8738,cbecb141-147a-45fb-bdc9-3f5f09d51cdb,f3fb6131-60b0-49c0-87c4-964bb0beda18,150043,INR,IN,POS,APP,700da839-736d-42f7-b415-481c1c680dc9,2026-01-09 13:44:53,False
8337,694e9549-357d-4a89-8ac5-25c239376319,5014514b-7096-4ee6-8eb8-d4e0ac307fa3,333173,INR,IN,ONLINE,SWIPE,bebdd482-f53a-42d7-bfab-73253056fc3a,2026-01-12 15:41:46,False
4588,ed50832a-d467-493e-8721-cdbbf69c5e12,3fc29fe6-5007-4dbc-91c6-b5ae59669f60,181068,INR,IN,ATM,NFC,0603e7ce-9e33-4e01-9b8e-7048696eda02,2026-01-30 01:38:37,False
908,f9d12bee-0788-4715-937c-761c916792af,7bfbe598-002e-4a52-9d09-812c1ea7fb7d,179655,INR,IN,ATM,NFC,9c1052c1-4bf2-4d2c-919d-6fb969699694,2026-01-16 17:00:29,False
9053,10dfcc0c-988f-4d08-9f49-44e6040d86f1,fa0f4252-ffdf-4405-ba30-e79028b62498,436782,INR,IN,ONLINE,SWIPE,ce258870-9565-47cb-a670-e78c3ac1fd4b,2026-01-04 23:45:13,False
2442,6faaadc1-55f5-4bd1-b852-528f18d01eaa,170dd43a-e600-4708-a683-819a139be52e,478884,INR,IN,ATM,WEB,0659cf71-3fde-437e-8e8d-23e6cf23ba90,2026-01-03 00:41:28,False
8949,efaedca5-e73c-4a49-9af8-1bfd7b3372b8,cb050652-b0aa-46bc-8ca9-b7741014adf3,290626,INR,IN,POS,NFC,83a52e16-e2b9-4fad-a505-602f0dd5a1e1,2026-01-09 19:57:44,False
8537,6f916d69-3da5-49fb-bb68-9eca4ee6ba2a,56f0de26-c9e4-4eae-b520-682fb8b4b625,209179,INR,IN,ATM,CHIP,2547e1fc-812a-4798-bb73-3cef6f4ebb67,2026-01-16 15:27:49,False
1102,aadca0f2-cb7a-4474-a717-8c984814462f,43e1e552-1f8b-4141-a0c2-9e7867183fbd,344394,INR,IN,ONLINE,CHIP,3acfd265-0d8e-4813-8896-e19075f2a7df,2026-01-26 11:27:25,False
3283,1a725459-3400-4d9c-8715-0127e3fd528f,e82d0eb1-37cb-4ed9-872b-17135233c4a4,499857,INR,IN,ATM,CHIP,b852286b-f2e0-4c89-a5e8-641da86025a9,2026-01-08 03:36:17,False
8718,84b8bed4-d23e-47ec-884c-4c56da60024c,56dbd563-516e-47b6-a72a-4ff4879d1c07,141072,INR,IN,POS,APP,23e58486-26e0-4170-bf55-df1656735b09,2026-01-29 19:37:54,False
6506,94f4d07f-628e-4c1c-96e5-e00e435e2e9e,4b62fe01-e5e5-4168-a8e9-d9c358a3e295,316531,INR,IN,POS,CHIP,441c4d22-0a6b-425c-829d-1cec19a0a4ab,2026-01-27 10:13:48,False
7934,ff9e7002-fc08-47dd-ad6f-85a85e67b812,7d6f81ac-746c-4032-bff7-fb521f0a7beb,407331,INR,IN,POS,CHIP,a6f6fb96-9eca-47f9-8422-aa6ea62ebfce,2026-01-14 07:04:52,False
4584,624879c2-96ac-47bd-9e8f-4a2be8d9a4ec,c8bbd129-4714-4fcc-8a4a-0ad2818313b3,214818,INR,IN,ONLINE,WEB,ba8732fb-de17-4e79-b639-433255a15bfe,2026-01-05 04:42:58,False
4647,52bcf345-78d0-46fb-9cd3-2a7491271317,c0257342-5d16-4930-af02-b99012404d33,476328,INR,IN,POS,CHIP,6f51f05b-9c1d-42b8-aa51-b10a92b2fb55,2026-01-02 04:05:21,False
8708,6f8a189e-fa41-42c8-b76b-63b0bec62b26,46979260-bb50-49fd-b797-e90aff620225,219380,INR,IN,ONLINE,CHIP,bbc313b2-5cb0-4650-a2c7-89f22b546fb9,2026-01-30 17:50:02,False
3755,41d8f9ca-5185-4657-82d6-43558b98ef74,77449b30-0198-42ff-8d62-a2296c924b34,145454,INR,IN,ATM,NFC,435da1c7-43a9-472b-98cf-738a85f45ec8,2026-01-25 12:54:37,False
3457,a81a2b56-c527-4888-bea5-1a19f4e8953e,c758be56-f89c-43df-8a8d-233f759239b4,119093,INR,IN,ATM,SWIPE,a9d71888-9349-49fc-9b78-f100ef8d218e,2026-01-21 22:45:07,False
5358,a6021ecf-862e-4dab-86c9-b751eadc0594,cd40ece2-5d7b-4408-bbf1-846d558d3b4f,377721,INR,IN,POS,NFC,e78611e8-4dbf-4eb4-b868-82d2673b895e,2026-01-16 12:57:44,False
7333,8ec3387f-eb09-4e82-8a98-f0b9effeec81,779db41a-07a7-4c99-b298-3c5ddaac3aff,428374,INR,IN,ONLINE,SWIPE,efc41a90-1abc-4427-b620-4b63bac0aa95,2026-01-14 12:20:16,False
4249,5e389f76-7371-432c-809e-c5ec0c566321,fd6e362c-7b31-4532-ba07-18e2d05d33ff,237835,INR,IN,POS,APP,8e3a2417-1e30-479f-bf8e-1c01ad39cf47,2026-01-13 12:19:16,False
7627,41f11d74-9a98-45b3-aa90-d3b78aeb329b,61eca507-ded5-467a-baa2-77374658cae2,202426,INR,IN,ONLINE,NFC,cd122182-7581-4cad-ac2b-bdc502962220,2026-01-01 08:37:55,False
6929,f6b258ca-1a2b-4e75-a81d-2583144031c8,236875fe-7aaf-48c4-a482-e655d6fadfa7,391425,INR,IN,POS,WEB,1be655d8-c8fe-42c9-a4e3-16858568a361,2026-01-07 16:19:03,False
1993,2d1ea95b-541d-4b51-a4be-54f376b0c477,5a0f469a-2381-464e-b8cc-8f967517469c,203434,INR,IN,ONLINE,CHIP,7d02857e-80c3-44f5-8a31-e94492e1bb95,2026-01-14 19:38:30,False
2246,d3d66621-10fd-4ab6-83d8-2042b070f71d,55279140-09c9-48c6-8364-30a6d0e92062,330439,INR,IN,ONLINE,APP,4b524ca7-1d74-4dfc-b47e-94699a74369d,2026-01-01 06:45:49,False
6333,c469ad56-2f87-4c19-8c61-a8b8c6166a8f,73d9888d-56b6-4329-ba3d-1595b73e9f65,462939,INR,IN,ONLINE,CHIP,983d0c67-54d2-4e54-812c-2c46dc8fb916,2026-01-22 07:52:33,False
2930,65a6b258-c947-4a77-995a-b04446ec4ef8,1b789171-6f94-4a20-b872-8ae46d0a825e,152763,INR,IN,ONLINE,WEB,3d5db9a7-e6ab-4d0d-8286-7b52e640099f,2026-01-05 00:15:11,False
9543,caded0cd-31e6-440b-a212-0226c16452eb,383e7236-d765-4947-8c36-e2f6abc605b9,373054,INR,IN,ATM,CHIP,e5513b02-7b5a-40be-9948-ff2523216973,2026-01-09 17:21:26,False
7259,3a454ec2-0ee7-4c3d-968a-fb6ca1810d9f,31d26303-9e4e-49d2-9271-7890f73e7969,402077,INR,IN,ATM,CHIP,b6dcff83-fe92-4de9-a89d-7f321e5e9904,2026-01-27 11:02:48,False
2906,5f73b318-5af5-4220-b39d-3d63c6bdca39,eb0ba373-7c07-4e8a-83a3-213cc6ad1771,242358,INR,IN,ONLINE,SWIPE,15095ea4-f910-47cd-8a7c-d6855efca9ac,2026-01-18 04:18:53,False
7690,b543df27-2b61-4f07-9e82-0de7afc0b846,05c9eeae-3f25-4154-b7f2-6e0a6383fc47,446281,INR,IN,ONLINE,NFC,d6c5e51d-366e-4fc8-a36c-1506ea522abb,2026-01-01 02:53:54,False
1511,615f571d-82ca-495d-aef0-482f57b4b9ad,6f053081-c55e-459e-ae30-2cdaa750216a,4443,INR,IN,ONLINE,NFC,7d6eeb0d-c260-410f-9db9-09945596403f,2026-01-11 10:17:12,False
9590,716eeaa2-eeca-499d-996c-2fbdedc28b1d,97e7fb33-3c27-4442-9bc8-436ead456286,56859,INR,IN,ATM,NFC,cc73c7db-2b94-4ecd-b416-544b64a87099,2026-01-20 02:05:34,False
6662,c3bc7a1b-fbfc-429d-9537-bc4511fb230c,2599a791-8d85-41ea-8439-6bd78e39b7bf,256508,INR,IN,ATM,NFC,38658524-3a1b-4fd6-a225-60fd46642502,2026-01-18 08:00:53,False
9574,841e417f-1260-4142-8060-011b11660452,27d26ef1-c1eb-479e-8fba-0bc86edc81ec,83089,INR,IN,ONLINE,CHIP,f4e6cdc5-3933-46e8-bdc0-ea33331356fc,2026-01-22 14:23:09,False
7273,1f59f202-0f87-4204-946c-c18d699ad22f,79913a0d-826e-4761-a930-d1038249de5b,83698,INR,IN,POS,NFC,6636d718-4677-4fec-a9a0-0efc901c99a3,2026-01-29 16:58:56,False
2429,3835fba7-2334-4c71-89c8-94affdfb0494,f135376b-2fd3-4e82-b7ef-e0bc0930b636,494657,INR,IN,POS,CHIP,1c9deede-38a6-4d45-94d3-f45c06d5be3f,2026-01-10 19:59:55,False
5955,4d36553e-5e0e-416b-ae0f-226d8baf55f5,7ea55eed-4f39-4559-b962-fa2c7f2aef4f,26241,INR,IN,POS,WEB,1694c7c7-a118-4326-97c3-e9721c22afaf,2026-01-14 23:21:52,False
2798,7495f178-3bed-48ca-8b88-59f4ecd85dea,81b8666f-c32f-444f-b7d9-1dae4f4caff4,370172,INR,IN,ONLINE,CHIP,a3937193-b16d-4963-acf6-b82ea0f5964f,2026-01-17 04:08:29,False
5066,fab72b02-abc0-47dc-9104-e72ccaec40ba,dc6ef263-fc1c-4cbb-a6c6-1cf475c78ce2,381498,INR,IN,ATM,NFC,61f24609-c5f2-46ac-a8cd-792a607b53cd,2026-01-18 19:10:09,False
6677,2ad8e10a-08ec-40eb-857e-9bd251c6e57d,bf57d135-6be5-44ee-a1f8-449fc3dfd0c5,66242,INR,IN,POS,NFC,619ba0d8-ae1f-4555-b370-86f50a834d64,2026-01-28 04:41:58,False
8446,bb196803-fb18-45b9-8bd3-a24b856a9e87,7a780cd1-b017-47cf-8c9b-6b880785e448,437273,INR,IN,ONLINE,NFC,4d88cd44-5383-483d-8a4d-4f0c60fda83d,2026-01-22 01:51:08,False
304,d4495a55-2411-4156-9190-eaf995d36135,9e5fd816-d09e-47b2-896f-89ac5083c455,4687028,INR,US,ONLINE,WEB,a4557028-8ab9-4f34-85de-f90f86b4659c,2026-01-14 06:22:59,True
1093,eb9508e2-1dc4-45ec-abc6-a54ef27a919d,e02d1eff-8a90-4c15-a915-09c263ffceb3,439151,INR,IN,ONLINE,WEB,e194a4a6-cd9a-464d-ac35-6b1f39df951e,2026-01-21 11:21:45,False
2780,901f3caf-4c26-42ed-acb2-c7896f62e30d,0c9d9b47-51d5-4d21-8101-92d9fe49a992,343842,INR,IN,ATM,APP,85dd4024-63f9-484e-b034-644c27471c25,2026-01-22 05:05:52,False
6270,711da198-00a7-4adc-bfed-8cb4381c18a7,c441198a-4444-4e89-9cba-64f045d887c1,306469,INR,IN,ONLINE,CHIP,c07f5d47-53f7-4f10-80c6-f774c3c0d79c,2026-01-13 02:18:45,False
667,91aec525-2f4c-47bf-af58-3bbd8431c6ba,e5ecad22-4e2b-46b2-afdb-cf642aae1d7c,73792,INR,IN,ONLINE,SWIPE,11c6e86c-1cf1-4ada-8fff-428b0c743d73,2026-01-14 00:42:59,False
3866,85c03124-9451-496f-afb4-6edbb2ee05d2,44593b06-b702-4359-a877-6fb114a7e9fa,263963,INR,IN,ATM,CHIP,b552d0c2-5607-4a60-86f9-65e73089dc94,2026-01-30 08:26:10,False
5022,da2f8b60-62fe-4744-8adf-4a2ee6d2898c,e8b507ef-6777-4dd2-a352-c83a32635c98,452937,INR,IN,ATM,APP,c1e0433d-9cef-4d38-8006-07fa0a96aeb4,2026-01-16 01:25:45,False
4685,03839beb-d174-40d3-b47b-7edb50ea9194,67ab0157-ccc0-4180-b684-2d0704191076,280308,INR,IN,ATM,APP,1a0a3530-289b-4e44-844c-a2b5492bb701,2026-01-04 01:19:25,False
3239,b917631a-2157-4f40-9424-082b99ac1465,a1e961d2-5b24-4a46-81b2-62539b464040,301914,INR,IN,ATM,WEB,6edbf9ac-b3f6-494a-8747-f58e19c70a25,2026-01-22 03:03:04,False
2104,95d94105-c6e8-485d-9c3e-a21c9ad76301,73308a1d-d265-4a3e-a077-cba3b68139e1,355674,INR,IN,ONLINE,SWIPE,f2d033ce-4096-45ed-958d-a8233cb96242,2026-01-16 13:23:22,False
2684,e5ffadc6-c3ab-44f7-a3f7-d95db748747d,d1b4cb63-c203-47cb-9d69-89998eac5c89,416120,INR,IN,ONLINE,SWIPE,ddd23bf2-8de0-4d97-9814-87df68ea4c46,2026-01-02 03:36:17,False
7338,ae1e810a-3cb9-4986-a159-5921e270b11b,ee73caba-2677-47c7-a92c-554bad4ba606,262311,INR,IN,POS,APP,4df631b7-21b9-415c-8409-eeeaf05cd180,2026-01-18 22:25:38,False
4153,f302d3dc-7920-429e-9b67-89fb9a98a3dc,b426cae7-d86a-4f68-ae41-1d3ef9022977,432090,INR,IN,POS,APP,afda5cd6-a069-48e0-9f90-fef85235b533,2026-01-30 14:44:35,False
8860,0564a382-5ed7-4875-9df3-97459c17ad73,bfd27ffd-6ee3-4486-98e0-8bb9945d9d05,222675,INR,IN,ONLINE,CHIP,093e0a16-7169-4d91-84c7-1d6c32088971,2026-01-16 07:38:14,False
5383,40853b25-a40b-4fd3-9c37-3e2a06e23ed2,ab804b01-6749-48fa-afc2-3bdf96065a67,118206,INR,IN,ATM,CHIP,bb8a9921-7f8c-4ba3-9965-1e1d8d3219db,2026-01-28 04:22:11,False
9932,a908f4d7-5ed2-4dd0-9246-d6e6edae7b0e,da835673-5eaa-48d9-b50d-96ffaa848f28,258461,INR,IN,ONLINE,CHIP,8f58e1d5-fc2c-4487-8bf2-dcb089877259,2026-01-28 13:36:51,False
4856,e4d2b126-2e2d-43a0-901a-01c3f300977e,f688210a-ef0b-4445-b737-3a69c3353823,70983,INR,IN,ONLINE,SWIPE,389d3d9f-b778-4c90-a560-664b3b9697c7,2026-01-18 08:13:37,False
9503,65c7ebf3-022c-4303-b7d8-e1343f727933,07b4cba6-c500-4341-aeaf-775ad326cd06,225669,INR,IN,ONLINE,NFC,1834b39e-0057-46d5-be04-04041baf9d8b,2026-01-12 15:53:02,False
5354,a78797fa-1d7e-468f-bfba-059adf629ed3,8945007e-1098-4ac9-adbc-b258d6f5c86e,378177,INR,IN,ATM,WEB,2187404c-480a-44a4-b371-81caaaf1ee31,2026-01-25 00:35:53,False
1508,cda37886-6051-469a-9261-b3dca5a621b2,b950e6a1-ed08-4be3-8e32-5d921ef57031,238189,INR,IN,ONLINE,WEB,665816c1-f5ed-42e0-88f2-ca5c3a88604f,2026-01-01 00:13:40,False
9583,4ed196d1-c127-49a6-aade-3edca2654b53,76f062ab-2c00-484d-beca-b6cc03729eff,165994,INR,IN,ONLINE,NFC,caf7bb5c-46cd-4891-97d4-d004bea4ce59,2026-01-08 09:38:09,False
2193,52ac0232-5784-401c-9c1d-419d3bf9d719,77665feb-b818-472a-b5ce-4af23cbcc901,11870,INR,IN,POS,APP,817070fe-82c8-4f34-9980-33eb4fb53d0d,2026-01-30 17:02:07,False
7204,23682aae-5d40-4300-8791-c69c3fbea5d6,7c97b274-bf77-493c-9a94-ba620526b5d0,141859,INR,IN,ONLINE,WEB,13f9f176-f66e-4bfc-9c70-73cc57480ab3,2026-01-17 06:35:03,False
1199,cb2d9653-c8f8-4721-a6b5-49c65ecd7f61,75b8c063-de12-4f32-ba2a-f29f79d3cffa,392585,INR,IN,ATM,NFC,38a73964-928f-4ff3-9cb7-39042310ba47,2026-01-02 03:40:27,False
6118,dd0524f1-aecf-48bd-8ab6-9153d0dd272e,73d28fdd-9168-442b-85b3-3318aa7907a4,55656,INR,IN,ATM,CHIP,30a8532b-1110-4135-b0ca-e2afb79d1ba3,2026-01-02 10:56:17,False
